PreguntaOff,PreguntaOn,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,text.started,Off.stopped,On.started,text_2.started,On.stopped,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,2,6,26,6,47.67628500000001,,,,,,,,,,,,,,,47.66359640000019,47.67628500000001,48.66244910000023,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,2,7,27,7,48.67555739999989,,,,,,,,,,,,,,,48.66293440000027,48.67555739999989,49.661496799999895,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,2,8,28,8,49.674770699999954,,,,,,,,,,,,,,,49.661848700000064,49.674770699999954,50.66061200000013,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
10) ¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,10,0,0,0,0,2,9,29,9,50.673854499999834,,,,,,,,,,,,,,,50.6611812000001,50.673854499999834,51.65981109999984,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,3,0,30,0,51.67285690000017,,,,,,,,,,,,,,,51.660144800000126,51.67285690000017,52.67797419999988,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,3,1,31,1,52.7054091,,,,,,,,,,,,,,,52.67864300000019,52.7054091,53.71910019999996,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,3,2,32,2,53.773063399999955,,,,,,,,,,,,,,,53.719581800000014,53.773063399999955,54.65969489999998,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,3,3,33,3,54.672095100000206,,,,,,,,,,,,,,,54.66006990000005,54.672095100000206,55.65857469999992,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
"5) ¿Puede recordar el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",5,0,0,0,0,3,4,34,4,55.671509700000115,,,,,,,,,,,,,,,55.65911469999992,55.671509700000115,56.971662599999945,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
6) ¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,6,0,0,0,0,3,5,35,5,56.98826650000001,,,,,,,,,,,,,,,56.97200019999991,56.98826650000001,57.67450469999994,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,3,6,36,6,57.68768809999983,,,,,,,,,,,,,,,57.67501100000027,57.68768809999983,59.93580550000024,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,3,7,37,7,59.95244670000011,,,,,,,,,,,,,,,59.936170100000254,,59.936209699999836,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,3,8,38,8,59.95244670000011,,,,,,,,,,,,,,,59.936504499999955,59.95244670000011,60.671697100000074,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
10) ¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,10,0,0,0,0,3,9,39,9,60.68472830000019,,,,,,,,,,,,,,,60.672052299999905,60.68472830000019,61.67062780000015,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,4,0,40,0,61.683797499999855,,,,,,,,,,,,,,,61.6710865,61.683797499999855,62.6699622000001,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,4,1,41,1,62.682865499999934,,,,,,,,,,,,,,,62.670373400000244,62.682865499999934,63.66867860000002,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,4,2,42,2,63.68202250000013,,,,,,,,,,,,,,,63.66901310000003,63.68202250000013,64.66800049999983,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,4,3,43,3,64.68129469999985,,,,,,,,,,,,,,,64.66848040000013,64.68129469999985,65.66771150000022,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
"5) ¿Puede recordar el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",5,0,0,0,0,4,4,44,4,65.68055499999991,,,,,,,,,,,,,,,65.6681179000002,65.68055499999991,66.66657870000017,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
6) ¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,6,0,0,0,0,4,5,45,5,66.67968580000024,,,,,,,,,,,,,,,66.66703490000009,66.67968580000024,67.66550259999985,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,4,6,46,6,67.67868920000001,,,,,,,,,,,,,,,67.66597980000006,67.67868920000001,68.66444379999984,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,4,7,47,7,68.67773380000017,,,,,,,,,,,,,,,68.66486280000026,68.67773380000017,69.66355479999993,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,4,8,48,8,69.67693559999998,,,,,,,,,,,,,,,69.66401210000004,69.67693559999998,70.66313889999992,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
10) ¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,10,0,0,0,0,4,9,49,9,70.67620070000021,,,,,,,,,,,,,,,70.66361670000015,70.67620070000021,71.66219760000013,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,5,0,50,0,71.67498990000013,,,,,,,,,,,,,,,71.66259600000012,71.67498990000013,72.66181659999984,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,5,1,51,1,72.67422089999991,,,,,,,,,,,,,,,72.66233300000022,72.67422089999991,73.66013590000011,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,5,2,52,2,73.67331490000015,,,,,,,,,,,,,,,73.66051070000003,73.67331490000015,74.65960089999999,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,5,3,53,3,74.67255830000022,,,,,,,,,,,,,,,74.66000710000026,74.67255830000022,75.65879679999989,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
"5) ¿Puede recordar el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",5,0,0,0,0,5,4,54,4,75.67176030000019,,,,,,,,,,,,,,,75.65920679999999,75.67176030000019,76.67421280000008,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
6) ¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,6,0,0,0,0,5,5,55,5,76.6874456999999,,,,,,,,,,,,,,,76.6745977999999,76.6874456999999,77.67358150000018,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,5,6,56,6,77.68668269999989,,,,,,,,,,,,,,,77.67406540000002,77.68668269999989,78.67239849999987,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,5,7,57,7,78.68565739999985,,,,,,,,,,,,,,,78.6727562000001,78.68565739999985,79.67170709999982,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,5,8,58,8,79.68477970000004,,,,,,,,,,,,,,,79.67207420000022,79.68477970000004,80.67081139999982,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
10) ¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,10,0,0,0,0,5,9,59,9,80.68407449999995,,,,,,,,,,,,,,,80.67118470000014,80.68407449999995,81.6699352999999,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,6,0,60,0,81.68314169999985,,,,,,,,,,,,,,,81.67028729999993,81.68314169999985,82.66908939999985,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,6,1,61,1,82.68229139999994,,,,,,,,,,,,,,,82.66947500000015,82.68229139999994,83.66805920000024,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,6,2,62,2,83.68130329999985,,,,,,,,,,,,,,,83.66851029999998,83.68130329999985,84.66734850000012,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,6,3,63,3,84.68035150000014,,,,,,,,,,,,,,,84.66781010000022,84.68035150000014,85.66700970000011,,026880,001,2024-04-28_10h17.02.797,ArchivoPrueba,2024.1.1,None,2024-04-28 10h17.11.920327 -0500,
,,,,,,,,,,85.67957359999991,,,,,,,,,,,,,,,85.66746060000014,85.67957359999991,,,,,,,,,,
