PreguntaOff,PreguntaOn,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,text.started,Off.stopped,On.started,text_2.started,On.stopped,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,2,0,40,0,44.31193269999994,,,,,,,,,,,,,,,44.2998692000001,44.31193269999994,45.29773710000018,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,2,1,41,1,45.311197600000014,,,,,,,,,,,,,,,45.29815159999998,45.311197600000014,46.29339800000025,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,2,2,42,2,46.30643800000007,,,,,,,,,,,,,,,46.293790400000034,46.30643800000007,47.292820199999824,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,2,3,43,3,47.30623199999991,,,,,,,,,,,,,,,47.293149800000265,47.30623199999991,48.29175970000006,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
"5) ¿Puede recordar el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",5,0,0,0,0,2,4,44,4,48.30529400000023,,,,,,,,,,,,,,,48.292106800000056,48.30529400000023,49.291234799999984,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
6) ¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,6,0,0,0,0,2,5,45,5,49.30442529999982,,,,,,,,,,,,,,,49.29170950000025,49.30442529999982,50.29052129999991,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,2,6,46,6,50.303332800000135,,,,,,,,,,,,,,,50.29090330000008,50.303332800000135,51.289563799999996,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,2,7,47,7,51.30256039999995,,,,,,,,,,,,,,,51.28991619999988,51.30256039999995,52.288474999999835,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,2,8,48,8,52.30164969999987,,,,,,,,,,,,,,,52.28880410000011,52.30164969999987,53.28805730000022,53.30095149999988,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
10) ¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,10,0,0,0,0,2,9,49,9,53.30095149999988,,,,,,,,,,,,,,,53.28845330000013,53.30095149999988,54.30345309999984,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,11,0,0,0,0,2,10,50,10,54.31660450000027,,,,,,,,,,,,,,,54.30384159999994,54.31660450000027,55.30255880000004,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,12,0,0,0,0,2,11,51,11,55.315813700000035,,,,,,,,,,,,,,,55.30289099999982,55.315813700000035,56.30193390000022,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,13,0,0,0,0,2,12,52,12,56.314896899999894,,,,,,,,,,,,,,,56.30228590000024,56.314896899999894,57.30067510000026,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,14,0,0,0,0,2,13,53,13,57.31414450000011,,,,,,,,,,,,,,,57.30102650000026,57.31414450000011,58.30001799999991,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,15,0,0,0,0,2,14,54,14,58.31308949999993,,,,,,,,,,,,,,,58.30036960000007,58.31308949999993,59.29909520000001,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,16,0,0,0,0,2,15,55,15,59.31229650000023,,,,,,,,,,,,,,,59.29954829999997,59.31229650000023,60.29842899999994,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,17,0,0,0,0,2,16,56,16,60.31161759999986,,,,,,,,,,,,,,,60.298887599999944,60.31161759999986,61.29743099999996,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,18,0,0,0,0,2,17,57,17,61.31047290000015,,,,,,,,,,,,,,,61.29778410000017,61.31047290000015,62.296717400000034,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,19,0,0,0,0,2,18,58,18,62.30977900000016,,,,,,,,,,,,,,,62.29704850000007,62.30977900000016,63.30746850000014,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
None,20,0,0,0,0,2,19,59,19,63.325638100000106,,,,,,,,,,,,,,,63.307957200000146,63.325638100000106,64.44217849999995,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,3,0,60,0,64.48266899999999,,,,,,,,,,,,,,,64.44298519999984,64.48266899999999,65.2935167999999,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,3,1,61,1,65.30706229999987,,,,,,,,,,,,,,,65.29389919999994,65.30706229999987,66.29582729999993,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,3,2,62,2,66.30820570000014,,,,,,,,,,,,,,,66.29628540000022,66.30820570000014,67.29382709999982,,767757,001,2024-04-28_10h23.52.384,ArchivoPrueba,2024.1.1,None,2024-04-28 10h24.01.231272 -0500,
,,,,,,,,,,67.30688050000026,,,,,,,,,,,,,,,67.29423120000001,67.30688050000026,,,,,,,,,,
