PreguntaOn,PreguntaOff,Colors,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,On.stopped,Off.started,CondicionOff.started,Off.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,0,0,0,0,9,9,9,31.10775759999524,,,,,,,,,,,,,,,31.06487719999859,31.10775759999524,32.07768059999944,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,21,white,0,0,0,0,0,10,10,10,32.13751729999785,,,,,,,,,,,,,,,32.07904459999554,32.13751729999785,33.05021090000082,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,23,blue,0,0,0,0,0,11,11,11,33.08995660000073,,,,,,,,,,,,,,,33.051569199997175,33.08995660000073,34.05886119999923,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,25,yellow,0,0,0,0,0,12,12,12,34.10528269999486,,,,,,,,,,,,,,,34.060389099999156,34.10528269999486,35.06096019999677,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,27,orange,0,0,0,0,0,13,13,13,35.10458639999706,,,,,,,,,,,,,,,35.06232530000125,35.10458639999706,36.04983949999587,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,29,brown,0,0,0,0,0,14,14,14,36.08738150000136,,,,,,,,,,,,,,,36.051049499998044,36.08738150000136,37.05130410000129,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,31,purple,0,0,0,0,0,15,15,15,37.10307559999637,,,,,,,,,,,,,,,37.052983399997174,37.10307559999637,38.05556129999604,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,33,green,0,0,0,0,0,16,16,16,38.10225189999619,,,,,,,,,,,,,,,38.05694709999807,38.10225189999619,39.039424299997336,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,35,red,0,0,0,0,0,17,17,17,39.08293759999651,,,,,,,,,,,,,,,39.04089720000047,39.08293759999651,40.04134340000019,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,37,white,0,0,0,0,0,18,18,18,40.06573229999776,,,,,,,,,,,,,,,40.042005499999505,40.06573229999776,41.06148589999793,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,39,blue,0,0,0,0,0,19,19,19,41.09851019999769,,,,,,,,,,,,,,,41.062801299995044,41.09851019999769,42.05743509999593,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,0,1,1,1,0,0,0,0,62.1311601999987,,,,,,,,,,,,42.05836460000137,42.11104019999766,62.04021349999675,62.09768880000047,62.1311601999987,63.060648099999526,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,0,1,1,1,63.09632319999946,,,,,,,,,,,,,,,63.06177970000135,63.09632319999946,64.0636050999965,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,0,1,1,1,0,2,2,2,64.09597740000027,,,,,,,,,,,,,,,64.06485699999757,64.09597740000027,65.04399209999974,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,0,1,1,1,0,3,3,3,65.07829359999596,,,,,,,,,,,,,,,65.04488950000086,65.07829359999596,66.05680399999983,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,0,1,1,1,0,4,4,4,66.09396939999715,,,,,,,,,,,,,,,66.05816069999855,66.09396939999715,67.08336540000164,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,0,1,1,1,0,5,5,5,67.1267979999975,,,,,,,,,,,,,,,67.08505409999634,67.1267979999975,68.0827158999964,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,0,1,1,1,0,6,6,6,68.1264966000017,,,,,,,,,,,,,,,68.08490190000157,68.1264966000017,69.0842621999982,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,0,1,1,1,0,7,7,7,69.12520319999749,,,,,,,,,,,,,,,69.08580829999846,69.12520319999749,70.19450279999728,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,0,1,1,1,0,8,8,8,70.22389919999841,,,,,,,,,,,,,,,70.19544519999909,70.22389919999841,71.06759629999578,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,0,1,1,1,0,9,9,9,71.10697829999845,,,,,,,,,,,,,,,71.06942749999871,71.10697829999845,72.04579109999759,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,21,white,0,1,1,1,0,10,10,10,72.08936990000075,,,,,,,,,,,,,,,72.04895199999737,72.08936990000075,73.04579250000097,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,23,blue,0,1,1,1,0,11,11,11,73.07138380000106,,,,,,,,,,,,,,,73.04672269999719,73.07138380000106,74.06379559999914,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,25,yellow,0,1,1,1,0,12,12,12,74.10436939999636,,,,,,,,,,,,,,,74.06531719999475,74.10436939999636,75.06666289999703,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,27,orange,0,1,1,1,0,13,13,13,75.10296869999729,,,,,,,,,,,,,,,75.06860329999472,75.10296869999729,76.08152049999626,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,29,brown,0,1,1,1,0,14,14,14,76.13570259999688,,,,,,,,,,,,,,,76.08317819999502,76.13570259999688,77.06892009999865,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,31,purple,0,1,1,1,0,15,15,15,77.11891530000139,,,,,,,,,,,,,,,77.07089569999516,77.11891530000139,78.05474549999781,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,33,green,0,1,1,1,0,16,16,16,78.09872029999678,,,,,,,,,,,,,,,78.05628340000112,78.09872029999678,79.04900759999873,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,35,red,0,1,1,1,0,17,17,17,79.0983186999947,,,,,,,,,,,,,,,79.0504151999994,79.0983186999947,80.04259839999577,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,37,white,0,1,1,1,0,18,18,18,80.08012809999491,,,,,,,,,,,,,,,80.04440759999852,80.08012809999491,81.0613241999963,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
None,39,blue,0,1,1,1,0,19,19,19,81.096005899999,,,,,,,,,,,,,,,81.06305689999863,81.096005899999,82.05985230000078,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,855576,001,2024-04-28_19h03.44.809,ArchivoPrueba,2024.1.1,None,2024-04-28 19h04.00.291033 -0500,
,,,,,,,,,,,82.12688949999574,,,,,,,,,,,,82.06132449999859,82.12688949999574,,,,,,,,,,,,
